key,namespace_l2,locale_count,sample_value,locales
pages.marketingIntel.influencer.catalogSync.journey.guideNodeSms,pages.marketingIntel,2,Guide Node Sms,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodeWhatsapp,pages.marketingIntel,2,Guide Node Whatsapp,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodeDelay,pages.marketingIntel,2,Guide Node Delay,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodeCondition,pages.marketingIntel,2,Guide Node Condition,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodeAbTest,pages.marketingIntel,2,Guide Node Ab Test,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodeWebhook,pages.marketingIntel,2,Guide Node Webhook,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodePush,pages.marketingIntel,2,Guide Node Push,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodeEnd,pages.marketingIntel,2,Guide Node End,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideSubtitle,pages.marketingIntel,2,从设置到执行和分析的逐步指南,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideStartBtn,pages.marketingIntel,2,开始,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.guideNodesTitle,pages.marketingIntel,2,🧩 节点类型参考,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.analyticsEntered,pages.marketingIntel,2,Analytics Entered,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.analyticsCompleted,pages.marketingIntel,2,Analytics Completed,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.analyticsActive,pages.marketingIntel,2,Analytics Active,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.analyticsConvRate,pages.marketingIntel,2,Analytics Conv Rate,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.noAnalyticsData,pages.marketingIntel,2,No Analytics Data,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.journeyPerformance,pages.marketingIntel,2,Journey Performance,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colName,pages.marketingIntel,2,姓名,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colStatus,pages.marketingIntel,2,Status,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colEntered,pages.marketingIntel,2,Entered,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colCompleted,pages.marketingIntel,2,Completed,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colActive,pages.marketingIntel,2,活跃,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colConvRate,pages.marketingIntel,2,Conv Rate,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.colTrigger,pages.marketingIntel,2,Trigger,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.statusActive,pages.marketingIntel,2,Status Active,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.statusDraft,pages.marketingIntel,2,Status Draft,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.myJourneys,pages.marketingIntel,2,My Journeys,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.cancel,pages.marketingIntel,2,Cancel,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.newJourney,pages.marketingIntel,2,New Journey,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.journeyName,pages.marketingIntel,2,Journey Name,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.journeyNamePh,pages.marketingIntel,2,Journey Name Ph,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.triggerEvent,pages.marketingIntel,2,Trigger Event,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.create,pages.marketingIntel,2,Create,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.noJourneys,pages.marketingIntel,2,No Journeys,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.statusPaused,pages.marketingIntel,2,Status Paused,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.trigger,pages.marketingIntel,2,Trigger,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.entered,pages.marketingIntel,2,Entered,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.completed,pages.marketingIntel,2,Completed,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.active,pages.marketingIntel,2,活跃,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.scheduled,pages.marketingIntel,2,Scheduled,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.lastUpdated,pages.marketingIntel,2,Last Updated,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.edit,pages.marketingIntel,2,Edit,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.clone,pages.marketingIntel,2,Clone,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.confirmDelete,pages.marketingIntel,2,Confirm Delete,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.delete,pages.marketingIntel,2,Delete,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.emailSendSim,pages.marketingIntel,2,Email Send Sim,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.kakaoSendSim,pages.marketingIntel,2,Kakao Send Sim,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.lineSendSim,pages.marketingIntel,2,Line Send Sim,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.backToList,pages.marketingIntel,2,Back To List,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.saving,pages.marketingIntel,2,Saving,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.save,pages.marketingIntel,2,Save,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.channelNotConnected,pages.marketingIntel,2,Channel Not Connected,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.execLog,pages.marketingIntel,2,Exec Log,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.nodeSettings,pages.marketingIntel,2,Node Settings,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.copy,pages.marketingIntel,2,Copy,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tabList,pages.marketingIntel,2,旅程列表,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tabAnalytics,pages.marketingIntel,2,分析,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.pageTitle,pages.marketingIntel,2,客户旅程构建器,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.pageSub,pages.marketingIntel,2,设计并自动化AI驱动的全渠道客户旅程,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.connectedChannels,pages.marketingIntel,2,Connected Channels,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.recentTriggers,pages.marketingIntel,2,Recent Triggers,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tabTemplates,pages.marketingIntel,2,模板,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplTitle,pages.marketingIntel,2,旅程模板,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplSub,pages.marketingIntel,2,使用预建模板快速开始,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplUse,pages.marketingIntel,2,使用模板,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplWelcome,pages.marketingIntel,2,欢迎系列,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplCart,pages.marketingIntel,2,购物车恢复,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplChurn,pages.marketingIntel,2,挽回流失,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplBirthday,pages.marketingIntel,2,生日,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplVIP,pages.marketingIntel,2,VIP培育,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.tplPostPurchase,pages.marketingIntel,2,购后跟进,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.channelFee,pages.marketingIntel,2,费率,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiDesignTitle,pages.marketingIntel,2,AI设计生成器,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiTopicPh,pages.marketingIntel,2,输入标题/活动/内容,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiImagePh,pages.marketingIntel,2,AI图片描述,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiGenerate,pages.marketingIntel,2,AI生成,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiResultTitle,pages.marketingIntel,2,生成的设计,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeDiscount,pages.marketingIntel,2,折扣,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeNewsletter,pages.marketingIntel,2,简报,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeCart,pages.marketingIntel,2,购物车恢复,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeWelcome,pages.marketingIntel,2,欢迎,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeFlash,pages.marketingIntel,2,闪购,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeSeason,pages.marketingIntel,2,季节,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.aiThemeBirthday,pages.marketingIntel,2,生日,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.platformPopup,pages.marketingIntel,2,网页弹窗,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.platformKakao,pages.marketingIntel,2,Kakao,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.uploadCustom,pages.marketingIntel,2,上传自定义图片,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.journey.uploadDragDrop,pages.marketingIntel,2,拖拽或点击上传,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfEmptyTitle,pages.marketingIntel,2,Pf Empty Title,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfEmptyDesc,pages.marketingIntel,2,Pf Empty,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiPlatformSelect,pages.marketingIntel,2,Platform Select,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiReset,pages.marketingIntel,2,Reset,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiGrossMargin,pages.marketingIntel,2,Gross Margin,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiGrossProfit,pages.marketingIntel,2,Gross Profit,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiSellerDedTotal,pages.marketingIntel,2,Seller Ded Total,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiNoChange,pages.marketingIntel,2,No Change,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiRollupTitle,pages.marketingIntel,2,Rollup Title,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiTotalRevenue,pages.marketingIntel,2,Total Revenue,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiAdSpend,pages.marketingIntel,2,Ad Spend,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiOrderCount,pages.marketingIntel,2,Order Count,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiOrderUnit,pages.marketingIntel,2,Order Unit,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiReturnRate,pages.marketingIntel,2,Return Rate,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiCogsPct,pages.marketingIntel,2,Cogs Pct,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiSettledPct,pages.marketingIntel,2,Settled Pct,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiRollupNote,pages.marketingIntel,2,Rollup Note,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiDedTuning,pages.marketingIntel,2,Ded Tuning,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiNoDedItems,pages.marketingIntel,2,No Ded Items,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiChanged,pages.marketingIntel,2,Changed,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiSellerActual,pages.marketingIntel,2,Seller Actual,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiRateOriginal,pages.marketingIntel,2,Rate Original,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiSellerShare,pages.marketingIntel,2,Seller Share,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.kpiPayer,pages.marketingIntel,2,Payer,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedSellerBurden,pages.marketingIntel,2,Ded Seller Burden,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedPlatformBurden,pages.marketingIntel,2,Ded Platform Burden,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedShared,pages.marketingIntel,2,Ded Shared,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvPending,pages.marketingIntel,2,Apv Pending,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvFirstApproval,pages.marketingIntel,2,Apv First Approval,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvApplied,pages.marketingIntel,2,Apv Applied,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvRejected,pages.marketingIntel,2,Apv Rejected,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedItems,pages.marketingIntel,2,Ded Items,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvTabPending,pages.marketingIntel,2,Apv Pending,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvTabLog,pages.marketingIntel,2,Apv Log,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvNoItems,pages.marketingIntel,2,Apv No Items,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvBefore,pages.marketingIntel,2,Apv Before,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvAfter,pages.marketingIntel,2,Apv After,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvApprove1,pages.marketingIntel,2,Apv Approve1,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvApproveFinal,pages.marketingIntel,2,Apv Approve Final,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvApply,pages.marketingIntel,2,Apv Apply,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvReject,pages.marketingIntel,2,Apv Reject,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvCurrentUser,pages.marketingIntel,2,Apv Current User,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvProposed,pages.marketingIntel,2,Apv Proposed,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvQueued,pages.marketingIntel,2,Apv Queued,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvTeamLead,pages.marketingIntel,2,Apv Team Lead,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvSystem,pages.marketingIntel,2,Apv System,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apv1stApproval,pages.marketingIntel,2,Apv1st Approval,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvFinalApproval,pages.marketingIntel,2,Apv Final Approval,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvRegistryApplied,pages.marketingIntel,2,Apv Registry Applied,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvRejection,pages.marketingIntel,2,Apv Rejection,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.apvChangeApplied,pages.marketingIntel,2,Apv Change Applied,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.tabDeduction,pages.marketingIntel,2,Deduction,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.tabDeductionDesc,pages.marketingIntel,2,Deduction,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.tabKpi,pages.marketingIntel,2,tabKpi,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.tabKpiDesc,pages.marketingIntel,2,tabKpiDesc,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.tabApproval,pages.marketingIntel,2,Approval,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.tabApprovalDesc,pages.marketingIntel,2,Approval,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.secLockTitle,pages.marketingIntel,2,Sec Lock Title,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.secLockDesc,pages.marketingIntel,2,Sec Lock,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.heroDesc,pages.marketingIntel,2,注册API密钥并管理连接状态。,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.badgeDeductionCount,pages.marketingIntel,2,Badge Deduction Count,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.badge2StepApproval,pages.marketingIntel,2,Badge2 Step Approval,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.badgeAuditAuto,pages.marketingIntel,2,Badge Audit Auto,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfGoHub,pages.marketingIntel,2,Pf Go Hub,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.approvalPending,pages.marketingIntel,2,Approval Pending,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.resetAll,pages.marketingIntel,2,Reset All,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedCatCommission,pages.marketingIntel,2,Ded Cat Commission,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedCatSettlement,pages.marketingIntel,2,Ded Cat Settlement,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedCatTax,pages.marketingIntel,2,Ded Cat Tax,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedCatPromotion,pages.marketingIntel,2,Ded Cat Promotion,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedCatShipping,pages.marketingIntel,2,Ded Cat Shipping,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColId,pages.marketingIntel,2,Pf Id,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColPlatform,pages.marketingIntel,2,Pf Platform,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColCommission,pages.marketingIntel,2,Pf Commission,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColCycle,pages.marketingIntel,2,Pf Cycle,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColCurrency,pages.marketingIntel,2,Pf Currency,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColVat,pages.marketingIntel,2,Pf Vat,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColRoas,pages.marketingIntel,2,Pf Roas,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColStatus,pages.marketingIntel,2,Pf Status,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfChangeValue,pages.marketingIntel,2,Pf Change Value,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfSubtitle,pages.marketingIntel,2,Pf Subtitle,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfColAction,pages.marketingIntel,2,Pf Action,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfActive,pages.marketingIntel,2,Pf Active,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfInactive,pages.marketingIntel,2,Pf Inactive,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfSavePropose,pages.marketingIntel,2,Pf Save Propose,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfCancel,pages.marketingIntel,2,Pf Cancel,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.pfEdit,pages.marketingIntel,2,Pf Edit,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedChange,pages.marketingIntel,2,Ded Change,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedDeleteConfirm,pages.marketingIntel,2,Ded Delete Confirm,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedDelete,pages.marketingIntel,2,Ded Delete,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedSharedRate,pages.marketingIntel,2,Ded Shared Rate,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedAllPlatform,pages.marketingIntel,2,Ded All Platform,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedAllPayer,pages.marketingIntel,2,Ded All Payer,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedSeller,pages.marketingIntel,2,Ded Seller,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedPlatform,pages.marketingIntel,2,Ded Platform,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedAdd,pages.marketingIntel,2,Ded Add,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColPlatform,pages.marketingIntel,2,Ded Platform,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColCategory,pages.marketingIntel,2,Ded Category,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColName,pages.marketingIntel,2,Ded Name,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColRate,pages.marketingIntel,2,Ded Rate,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedSellerShareDesc,pages.marketingIntel,2,Ded Seller Share,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedSave,pages.marketingIntel,2,Ded Save,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedEmptyTitle,pages.marketingIntel,2,Ded Empty Title,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedEmptyDesc,pages.marketingIntel,2,Ded Empty,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColPayer,pages.marketingIntel,2,Ded Payer,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColSellerPct,pages.marketingIntel,2,Ded Seller Pct,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColBase,pages.marketingIntel,2,Ded Base,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColNote,pages.marketingIntel,2,Ded Note,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedColAction,pages.marketingIntel,2,Ded Action,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedBaseTotalRevenue,pages.marketingIntel,2,Ded Base Total Revenue,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.mr.dedBaseAdSpend,pages.marketingIntel,2,Ded Base Ad Spend,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.secAlert,pages.marketingIntel,2,Sec Alert,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.secBlocked,pages.marketingIntel,2,Sec Blocked,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.secTotal,pages.marketingIntel,2,Sec Total,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.loading,pages.marketingIntel,2,Loading,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.funnelVisit,pages.marketingIntel,2,Funnel Visit,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.funnelProduct,pages.marketingIntel,2,Funnel Product,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.funnelCart,pages.marketingIntel,2,Funnel Cart,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.funnelCheckout,pages.marketingIntel,2,Funnel Checkout,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.funnelPurchase,pages.marketingIntel,2,Funnel Purchase,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.days,pages.marketingIntel,2,Days,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.noDataTitle,pages.marketingIntel,2,No Data Title,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.noDataDesc,pages.marketingIntel,2,No Data,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.totalEvents,pages.marketingIntel,2,Total Events,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.purchases,pages.marketingIntel,2,Purchases,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.totalRevenue,pages.marketingIntel,2,Total Revenue,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.convRate,pages.marketingIntel,2,Conv Rate,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.metaForward,pages.marketingIntel,2,Meta Forward,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.serverSideCAPI,pages.marketingIntel,2,Server Side C A P I,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.tiktokForward,pages.marketingIntel,2,Tiktok Forward,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.serverSideEvent,pages.marketingIntel,2,Server Side Event,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.funnelTitle,pages.marketingIntel,2,Funnel Title,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.channelAttr,pages.marketingIntel,2,Channel Attr,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.noChannelData,pages.marketingIntel,2,No Channel Data,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.source,pages.marketingIntel,2,Source,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.medium,pages.marketingIntel,2,Medium,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.sessions,pages.marketingIntel,2,Sessions,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.conversions,pages.marketingIntel,2,Conversions,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.revenue,pages.marketingIntel,2,Revenue,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.nameRequired,pages.marketingIntel,2,Name Required,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.secInputBlocked,pages.marketingIntel,2,Sec Input Blocked,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.createSuccess,pages.marketingIntel,2,Create Success,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.createError,pages.marketingIntel,2,Create Error,"zh,zh-TW"
pages.marketingIntel.influencer.catalogSync.pxl.deleteConfirm,pages.marketingIntel,2,Delete Confirm,"zh,zh-TW"
