key,namespace_l2,value,locale_count,locales
pages.marketingIntel.influencer.ihub.guideSecAds,pages.marketingIntel,Manage ad platform API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.guideSecCommerce,pages.marketingIntel,Manage commerce API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.guideSecOwn,pages.marketingIntel,Manage own store API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.guideSecWelfare,pages.marketingIntel,Manage welfare mall API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.guideSecSocial,pages.marketingIntel,Manage social media API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.secBlocked,pages.marketingIntel,Blocked,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.secTotal,pages.marketingIntel,total threats,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.secLockTitle,pages.marketingIntel,Security Lock,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.secLockWait,pages.marketingIntel,Please wait...,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.ownMallDesc,pages.marketingIntel,Manage own store API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.ihub.socialMediaDesc,pages.marketingIntel,Manage social media API keys.,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.caseStudy.industry_b2b,pages.marketingIntel,B2B,5,"zh,zh-TW,de,id,th"
pages.marketingIntel.influencer.devHub.postmanDownload,pages.marketingIntel,Download Postman Collection,5,"zh,zh-TW,de,id,th"
ruleEnginePage.dataProduct.tabOverviewDesc,ruleEnginePage.dataProduct,Pipeline & coverage overview,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.tabSchemaDesc,ruleEnginePage.dataProduct,Standard event field spec,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.tabPlatformDesc,ruleEnginePage.dataProduct,Platform field mapping,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.tabMetricsDesc,ruleEnginePage.dataProduct,Derived metric catalog,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.tabRulesDesc,ruleEnginePage.dataProduct,Alert & recommendation rules,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.badgeFields,ruleEnginePage.dataProduct,Standard Fields,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.pipeRawEvent,ruleEnginePage.dataProduct,Raw Event,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.pipeStdEvent,ruleEnginePage.dataProduct,Standard Event,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.pipeMetric,ruleEnginePage.dataProduct,Metric Calculation,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.pipeNotify,ruleEnginePage.dataProduct,Alert/Recommend,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.regionDomAds,ruleEnginePage.dataProduct,Domestic Ads,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.regionGblAds,ruleEnginePage.dataProduct,Global Ads,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.regionDomMkt,ruleEnginePage.dataProduct,Domestic Market,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.regionGblMkt,ruleEnginePage.dataProduct,Global Market,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.regionDomUgc,ruleEnginePage.dataProduct,Domestic UGC,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.regionGblUgc,ruleEnginePage.dataProduct,Global UGC,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.naverBlog,ruleEnginePage.dataProduct,Naver Blog,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.kakaoStory,ruleEnginePage.dataProduct,KakaoStory,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.youtubeKr,ruleEnginePage.dataProduct,YouTube KR,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.instagramKr,ruleEnginePage.dataProduct,Instagram KR,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.domainLabel,ruleEnginePage.dataProduct,Domain,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.stdFields,ruleEnginePage.dataProduct,Standard Fields,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.derivedMetrics,ruleEnginePage.dataProduct,Derived Metrics,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.notifRules,ruleEnginePage.dataProduct,Alert Rules,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.searchField,ruleEnginePage.dataProduct,Search field name...,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colDomain,ruleEnginePage.dataProduct,Domain,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colFieldName,ruleEnginePage.dataProduct,Field Name,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colType,ruleEnginePage.dataProduct,Type,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colNullable,ruleEnginePage.dataProduct,Nullable,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colDescription,ruleEnginePage.dataProduct,Description,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colExample,ruleEnginePage.dataProduct,Example Value,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.fieldsShown,ruleEnginePage.dataProduct,Fields Shown,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.allPlatforms,ruleEnginePage.dataProduct,All Platforms,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.rawField,ruleEnginePage.dataProduct,Platform Raw Field,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.stdField,ruleEnginePage.dataProduct,Standard Fields,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colMetricName,ruleEnginePage.dataProduct,Metric Name,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colFormula,ruleEnginePage.dataProduct,Formula,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colUnit,ruleEnginePage.dataProduct,Unit,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.colThreshold,ruleEnginePage.dataProduct,Threshold,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.unitCurrency,ruleEnginePage.dataProduct,KRW,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricCTR,ruleEnginePage.dataProduct,CTR,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricCPC,ruleEnginePage.dataProduct,Cost per click,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricCPM,ruleEnginePage.dataProduct,"Cost Per 1,000 Impressions",3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricROAS,ruleEnginePage.dataProduct,Return on ad spend,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricCPA,ruleEnginePage.dataProduct,Cost Per Conversion,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricNetMargin,ruleEnginePage.dataProduct,Net Settlement Margin,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricFeeRate,ruleEnginePage.dataProduct,Total Fee Rate,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricReturnRate,ruleEnginePage.dataProduct,Return Rate,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricAOV,ruleEnginePage.dataProduct,Average Order Amount,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricEngagement,ruleEnginePage.dataProduct,UGC Engagement Rate,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricRights,ruleEnginePage.dataProduct,UGC Rights Acquisition Rate,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricWhitelist,ruleEnginePage.dataProduct,Whitelist Registration Rate,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricBlendedRoas,ruleEnginePage.dataProduct,Blended ROAS (Total Ad Spend),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricTrueRoas,ruleEnginePage.dataProduct,Net Profit ROAS,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.metricEbitda,ruleEnginePage.dataProduct,EBITDA Contribution by SKU,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.autoAction,ruleEnginePage.dataProduct,Auto Action,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR001Title,ruleEnginePage.dataProduct,Ad Spend P&L Deficit Detection,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR001A1,ruleEnginePage.dataProduct,Review campaign pause,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR001A3,ruleEnginePage.dataProduct,Send Slack #growth alert,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR002Title,ruleEnginePage.dataProduct,Creative Fatigue Detection,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR002A1,ruleEnginePage.dataProduct,Auto-recommend top 3 creatives,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR002A2,ruleEnginePage.dataProduct,Schedule creative refresh,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR003Title,ruleEnginePage.dataProduct,Abnormal Return Rate Spike,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR003A2,ruleEnginePage.dataProduct,Auto-create CS team ticket,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR004A2,ruleEnginePage.dataProduct,Escalate to channel manager,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR005A1,ruleEnginePage.dataProduct,Send urgent alert to creator,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.ruleR005A3,ruleEnginePage.dataProduct,Escalate to legal team,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaRawEventId,ruleEnginePage.dataProduct,Schema Raw Event Id,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaEventDate,ruleEnginePage.dataProduct,Event date (YYYY-MM-DD),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaEventType,ruleEnginePage.dataProduct,Standard event type,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaDomain,ruleEnginePage.dataProduct,Data domain,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaCurrency,ruleEnginePage.dataProduct,Currency code (ISO 4217),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaRegion,ruleEnginePage.dataProduct,Region code (ISO 3166-1),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaNormalizedAt,ruleEnginePage.dataProduct,Normalization timestamp (UTC),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaNormalizerVer,ruleEnginePage.dataProduct,Normalizer version,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaVendor,ruleEnginePage.dataProduct,Ad Platforms,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAccountId,ruleEnginePage.dataProduct,Ad account ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAdsetId,ruleEnginePage.dataProduct,Ad set (group) ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAdsetName,ruleEnginePage.dataProduct,Ad set name,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAdId,ruleEnginePage.dataProduct,Creative ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaCreativeId,ruleEnginePage.dataProduct,Creative asset ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaCreativeType,ruleEnginePage.dataProduct,Creative type,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaKeyword,ruleEnginePage.dataProduct,Search keyword (SA only),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaMatchType,ruleEnginePage.dataProduct,Keyword match type,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAudienceSeg,ruleEnginePage.dataProduct,Audience segment,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaImpressions,ruleEnginePage.dataProduct,Impression count,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaClicks,ruleEnginePage.dataProduct,Click count,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaSpend,ruleEnginePage.dataProduct,Ad spend,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaConversions,ruleEnginePage.dataProduct,Conversions,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAttrRevenue,ruleEnginePage.dataProduct,Attributed revenue,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaChannel,ruleEnginePage.dataProduct,Sales channel,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaOrderId,ruleEnginePage.dataProduct,Order ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaSku,ruleEnginePage.dataProduct,Inventory management code,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaProductTitle,ruleEnginePage.dataProduct,Product name,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaQty,ruleEnginePage.dataProduct,Qty,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaPlatformFee,ruleEnginePage.dataProduct,Platform sales fee,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaAdFee,ruleEnginePage.dataProduct,Platform ad fee deduction,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaShippingFee,ruleEnginePage.dataProduct,Shipping fee deduction,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaReturnFee,ruleEnginePage.dataProduct,Return logistics fee deduction,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaCouponDiscount,ruleEnginePage.dataProduct,Coupon discount amount,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaPointDiscount,ruleEnginePage.dataProduct,Points discount amount,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaNetPayout,ruleEnginePage.dataProduct,Final settlement payout,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaIsReturn,ruleEnginePage.dataProduct,Return status (1=returned),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaCreatorId,ruleEnginePage.dataProduct,Creator unique ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaCreatorHandle,ruleEnginePage.dataProduct,Creator handle (@ID),3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaUgcContentId,ruleEnginePage.dataProduct,UGC content ID,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaUgcPlatform,ruleEnginePage.dataProduct,UGC platform,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaUgcRights,ruleEnginePage.dataProduct,UGC usage rights status,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaWhitelist,ruleEnginePage.dataProduct,Whitelist registration status,3,"zh-TW,id,th"
ruleEnginePage.dataProduct.schemaUgcImpressions,ruleEnginePage.dataProduct,UGC impressions/views,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.securityAlert,ruleEnginePage.aiInsights,Security Threat Detected,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.dismiss,ruleEnginePage.aiInsights,Dismiss,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.anomalyItems,ruleEnginePage.aiInsights,anomaly items,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.aiModelActive,ruleEnginePage.aiInsights,AI Model Active,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.channelsLinked,ruleEnginePage.aiInsights,channels linked,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.analyzing,ruleEnginePage.aiInsights,Analyzing...,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.analysisFailed,ruleEnginePage.aiInsights,Analysis failed,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.errorPrefix,ruleEnginePage.aiInsights,Error,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.returns,ruleEnginePage.aiInsights,Returns,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.selectContext,ruleEnginePage.aiInsights,Select analysis context,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.send,ruleEnginePage.aiInsights,Send,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.roasAlertTitle,ruleEnginePage.aiInsights,ROAS Alert,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.roasAlertDesc,ruleEnginePage.aiInsights,ROAS is below the 3.0x target,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.returnAlertTitle,ruleEnginePage.aiInsights,Return Rate Alert,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.adSpendAlertTitle,ruleEnginePage.aiInsights,Ad Spend Warning,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.topPerformTitle,ruleEnginePage.aiInsights,Top Performance,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.allNormalTitle,ruleEnginePage.aiInsights,All Metrics Normal,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendKpiTitle,ruleEnginePage.aiInsights,Key KPI Real-time Status,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendRevenue,ruleEnginePage.aiInsights,Total Revenue,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendAdSpend,ruleEnginePage.aiInsights,Ad Spend,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendFee,ruleEnginePage.aiInsights,Platform Fee,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendOrders,ruleEnginePage.aiInsights,Total Orders,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendReturns,ruleEnginePage.aiInsights,Return Rate,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.trendProfit,ruleEnginePage.aiInsights,Operating Profit,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.historyTitle,ruleEnginePage.aiInsights,AI Analysis History,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.refresh,ruleEnginePage.aiInsights,Refresh,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.loading,ruleEnginePage.aiInsights,Loading...,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.noHistory,ruleEnginePage.aiInsights,No Analysis History,3,"zh-TW,id,th"
ruleEnginePage.aiInsights.export,ruleEnginePage.aiInsights,Export,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.elasticityData,ruleEnginePage.priceOpt,Elasticity Data,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.optAdoption,ruleEnginePage.priceOpt,Optimization Adoption,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.avgMargin,ruleEnginePage.priceOpt,Avg Margin,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.avgRecPrice,ruleEnginePage.priceOpt,Avg Recommended Price,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.channelResult,ruleEnginePage.priceOpt,Channel Analysis Results,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.items,ruleEnginePage.priceOpt, items,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.recentHistory,ruleEnginePage.priceOpt,Recent History,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.spec,ruleEnginePage.priceOpt,Specification,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.unit,ruleEnginePage.priceOpt,Unit,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.targetMarginRate,ruleEnginePage.priceOpt,Target Margin (0.30=30%),3,"zh-TW,id,th"
ruleEnginePage.priceOpt.baseSalePrice,ruleEnginePage.priceOpt,Base Sale Price (Optional),3,"zh-TW,id,th"
ruleEnginePage.priceOpt.regProducts,ruleEnginePage.priceOpt,Registered Products,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.costLabel,ruleEnginePage.priceOpt,Cost,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.marginLabel,ruleEnginePage.priceOpt,Margin,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.basePriceLabel,ruleEnginePage.priceOpt,Base Price,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.specLabel,ruleEnginePage.priceOpt,Spec,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.calcParams,ruleEnginePage.priceOpt,Optimization Parameters,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.currentSalePrice,ruleEnginePage.priceOpt,Current Sale Price,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.stockQty,ruleEnginePage.priceOpt,Stock Qty,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.costPrice,ruleEnginePage.priceOpt,Cost Price,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.minApplyPrice,ruleEnginePage.priceOpt,Min Apply Price,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.expectedQty,ruleEnginePage.priceOpt,Expected Qty,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.unitPcs,ruleEnginePage.priceOpt, pcs,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.stockLow,ruleEnginePage.priceOpt,Low Stock,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.stockHigh,ruleEnginePage.priceOpt,Excess Stock,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.premiumSuggest,ruleEnginePage.priceOpt,Premium price suggested,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.clearanceSuggest,ruleEnginePage.priceOpt,Clearance price suggested,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.noProducts,ruleEnginePage.priceOpt,No products registered,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.scenarioSim,ruleEnginePage.priceOpt,Scenario Simulation,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.runSim,ruleEnginePage.priceOpt,Run Simulation,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.invalidPriceList,ruleEnginePage.priceOpt,Invalid price list,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.simFailed,ruleEnginePage.priceOpt,Simulation failed,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.totalRevenue,ruleEnginePage.priceOpt,Total Revenue,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.totalProfit,ruleEnginePage.priceOpt,Total Profit,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.distribution,ruleEnginePage.priceOpt,Distribution,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.totalBudget,ruleEnginePage.priceOpt,Total Budget,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.unifiedROI,ruleEnginePage.priceOpt,Blended ROI,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.runChannelMix,ruleEnginePage.priceOpt,Optimize Channel Mix,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.pastSimulations,ruleEnginePage.priceOpt,Past Simulations,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.allocPct,ruleEnginePage.priceOpt,Alloc %,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.execBudget,ruleEnginePage.priceOpt,Spend,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.expectedReturn,ruleEnginePage.priceOpt,Expected Return,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.expectedProfit,ruleEnginePage.priceOpt,Expected Profit,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.activeRules,ruleEnginePage.priceOpt,Active Rules,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.todayChanges,ruleEnginePage.priceOpt,Today's Changes,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.avgMarginImprove,ruleEnginePage.priceOpt,Avg Margin Improvement,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.dsIntegration,ruleEnginePage.priceOpt,DS Integration,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.autoRules,ruleEnginePage.priceOpt,Automation Rules,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.changeHistory,ruleEnginePage.priceOpt,Price Change History,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.ruleActive,ruleEnginePage.priceOpt,Active,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.ruleInactive,ruleEnginePage.priceOpt,Inactive,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.ruleStop,ruleEnginePage.priceOpt,Stop,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.ruleActivate,ruleEnginePage.priceOpt,Activate,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.minPriceAlert,ruleEnginePage.priceOpt,Price Alert,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.minPriceAlertSuffix,ruleEnginePage.priceOpt, items below competitor,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.compA,ruleEnginePage.priceOpt,Competitor A,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.compB,ruleEnginePage.priceOpt,Competitor B,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.sosRank,ruleEnginePage.priceOpt,SoS Rank,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.priceDiff,ruleEnginePage.priceOpt,Price Diff,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.priceOk,ruleEnginePage.priceOpt,Competitive,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.priceWarn,ruleEnginePage.priceOpt,Needs Adjustment,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.promoEventReg,ruleEnginePage.priceOpt,Promo Event Registration,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.promoSaved,ruleEnginePage.priceOpt,Saved successfully,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.register,ruleEnginePage.priceOpt,Register,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.scheduledEvents,ruleEnginePage.priceOpt,Scheduled,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.draftEvents,ruleEnginePage.priceOpt,Draft,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.statusScheduled,ruleEnginePage.priceOpt,Scheduled,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.statusDraft,ruleEnginePage.priceOpt,Draft,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.feeRate,ruleEnginePage.priceOpt,Fee Rate (%),3,"zh-TW,id,th"
ruleEnginePage.priceOpt.feeFixed,ruleEnginePage.priceOpt,Fixed Fee,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.feePayment,ruleEnginePage.priceOpt,Payment Fee (%),3,"zh-TW,id,th"
ruleEnginePage.priceOpt.feeTotal,ruleEnginePage.priceOpt,Total Fee,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.feeSave,ruleEnginePage.priceOpt,Save Fees,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.feeSaved,ruleEnginePage.priceOpt,Fee settings saved,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catElecAudio,ruleEnginePage.priceOpt,Electronics/Audio,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catElecInput,ruleEnginePage.priceOpt,Electronics/Input Devices,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catElecAccessory,ruleEnginePage.priceOpt,Electronics/Accessories,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catElecCamera,ruleEnginePage.priceOpt,Electronics/Camera,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catElecCharging,ruleEnginePage.priceOpt,Electronics/Charging,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catFashionClothing,ruleEnginePage.priceOpt,Fashion/Clothing,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catFashionShoes,ruleEnginePage.priceOpt,Fashion/Shoes,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catBeautySkin,ruleEnginePage.priceOpt,Beauty/Skincare,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catBeautyMakeup,ruleEnginePage.priceOpt,Beauty/Makeup,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catFoodHealth,ruleEnginePage.priceOpt,Food/Health Food,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catHomeKitchen,ruleEnginePage.priceOpt,Home/Kitchen,3,"zh-TW,id,th"
ruleEnginePage.priceOpt.catSportsGear,ruleEnginePage.priceOpt,Sports/Equipment,3,"zh-TW,id,th"
